contestant_id,season_number,contestant_name,Episode,Wig_Removed,Death_Drop,Outfit_Reveal,Quality_of_outfit,Merle,Michelle,Santino,Ross,Carson,Do_they_know_words,Outfit_Reveal_1,Gender,Race,Body_Type,Type_Queen,Sewing,Dancing,Singing,Lip_Sync_Ass,Expressed_Hardship,episode_number,episode_airdate,episode_title,episode_type,episode_maxi_challenge_type,numqueen,sumqueen,contestant_entrance,age,hometown_city,hometown_state,season_outcome,handle_instagram,handle_twitter,numepisode,episode_placement,OUTCOME_LOSS,season,nickname,runwaytheme,minic,minicw1,minicw2,minicw3,bottom1,bottom2,bottom3,bottom4,bottom5,bottom6,lipsyncartist,lipsyncsong,eliminated1,eliminated2,notes,airdate,special,finale,numqueens,rank,contestant,outcome,eliminated,participant,minichalw,penultimate,dob,hometown,minicwins,numcontests,perc_high,perc_win,perc_winhigh,perc_low,perc_btm,perc_lowbtm,num_high,num_win,num_winhigh,num_btm,num_low,num_lowbtm,db_score,points,ppe
6,1,Akashia,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,1,1,2,02/09/2009,Girl Group Challenge,Competition,Lipsync,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,BTM2,0,S01,Girl Group Challenge,,Act out emotions,Ongina,Akashia,,Akashia,Tammie Brown,,,,,Michelle Williams,We Break the Dawn,Tammie Brown,,,2009-02-09,0,0,8,7,Akashia,BTM,0,1,0,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,3,02/16/2009,Queens of All Media,Competition,Talk Show,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,ELIM,1,S01,Queens of All Media,,,,,,Akashia,Shannel,,,,,Whitney Houston,The Greatest Love of All,Akashia,,,2009-02-16,0,0,7,7,Akashia,BTM,1,1,0,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,1,4,02/23/2009,Mac Viva-Glam Challenge,Competition,Commercial,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,,,S01,Mac Viva-Glam Challenge,,30 Minutes to do partner's makeup,Jade,,,Jade,Rebecca Glasscock,,,,,The Eurythmics,Would I Lie to You?,Jade,,,2009-02-23,0,0,6,7,Akashia,NA,NA,0,NA,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,1,5,03/02/2009,Drag School of Charm,Competition,Makeover,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,,,S01,Drag School of Charm,,Exercise/endurance challenge,Rebecca Glasscock,,,Bebe Zahara Benet,Ongina,,,,,Britney Spears,Stronger,Ongina,,,2009-03-02,0,0,5,7,Akashia,NA,NA,0,NA,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,6,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,1,6,03/09/2009,Absolut Drag Ball,Competition,Ball,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,,,S01,Absolut Drag Ball,,Vogue posing challenge,Nina Flowers,,,Rebecca Glasscock,Shannel,,,,,Mary Mary,Praise You,Shannel,,,2009-03-09,0,0,4,7,Akashia,NA,NA,0,NA,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,7,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,1,7,03/16/2009,Extra Special Edition,Recap,,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,,,S01,Extra Special Edition,,,,,,,,,,,,,,,,,2009-03-16,1,,,7,Akashia,,,,,,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,8,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,1,8,03/23/2009,Grande Finale,Finale,,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,,,S01,Grande Finale,,,,,,Rebecca Glasscock,,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Rebecca Glasscock,,Finale. Bebe Zahara Benet wins S1.,2009-03-23,0,1,3,7,Akashia,NA,NA,0,NA,0,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
6,1,Akashia,9,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,1,9,03/23/2009,Re-United!,Reunion,,9,0,6,32,Cleveland,Ohio,7,akashiadrag,DragAkashia,9,Guest,,S01,Re-United!,,,,,,,,,,,,,,,,,2009-03-23,1,,,7,Akashia,,,,,,9181,"Cleveland, Ohio",1,3,0,0,0,0,1,1,0,0,0,3,0,3,-6,-6,-2
7,1,Tammie Brown,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,02/02/2009,Drag on a Dime,Competition,Sewing,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,SAFE,0,S01,Drag on a Dime,,,,,,Akashia,Victoria (Porkchop) Parker,,,,,RuPaul,Supermodel,Victoria (Porkchop) Parker,,,2009-02-02,0,0,9,8,Tammie Brown,SAFE,0,1,0,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,02/09/2009,Girl Group Challenge,Competition,Lipsync,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,ELIM,1,S01,Girl Group Challenge,,Act out emotions,Ongina,Akashia,,Akashia,Tammie Brown,,,,,Michelle Williams,We Break the Dawn,Tammie Brown,,,2009-02-09,0,0,8,8,Tammie Brown,BTM,1,1,0,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,02/16/2009,Queens of All Media,Competition,Talk Show,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Queens of All Media,,,,,,Akashia,Shannel,,,,,Whitney Houston,The Greatest Love of All,Akashia,,,2009-02-16,0,0,7,8,Tammie Brown,NA,NA,0,NA,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,02/23/2009,Mac Viva-Glam Challenge,Competition,Commercial,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Mac Viva-Glam Challenge,,30 Minutes to do partner's makeup,Jade,,,Jade,Rebecca Glasscock,,,,,The Eurythmics,Would I Lie to You?,Jade,,,2009-02-23,0,0,6,8,Tammie Brown,NA,NA,0,NA,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,5,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,03/02/2009,Drag School of Charm,Competition,Makeover,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Drag School of Charm,,Exercise/endurance challenge,Rebecca Glasscock,,,Bebe Zahara Benet,Ongina,,,,,Britney Spears,Stronger,Ongina,,,2009-03-02,0,0,5,8,Tammie Brown,NA,NA,0,NA,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,03/09/2009,Absolut Drag Ball,Competition,Ball,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Absolut Drag Ball,,Vogue posing challenge,Nina Flowers,,,Rebecca Glasscock,Shannel,,,,,Mary Mary,Praise You,Shannel,,,2009-03-09,0,0,4,8,Tammie Brown,NA,NA,0,NA,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,03/16/2009,Extra Special Edition,Recap,,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Extra Special Edition,,,,,,,,,,,,,,,,,2009-03-16,1,,,8,Tammie Brown,,,,,,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,03/23/2009,Grande Finale,Finale,,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,,,S01,Grande Finale,,,,,,Rebecca Glasscock,,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Rebecca Glasscock,,Finale. Bebe Zahara Benet wins S1.,2009-03-23,0,1,3,8,Tammie Brown,NA,NA,0,NA,0,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
7,1,Tammie Brown,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,03/23/2009,Re-United!,Reunion,,9,0,7,36,Long Beach,California,8,planettammie,thetammiebrown,9,Guest,,S01,Re-United!,,,,,,,,,,,,,,,,,2009-03-23,1,,,8,Tammie Brown,,,,,,7563,"Los Angeles, California",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
8,1,Jade,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,2,1,1,0,0,0,1,02/02/2009,Drag on a Dime,Competition,Sewing,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,SAFE,0,S01,Drag on a Dime,,,,,,Akashia,Victoria (Porkchop) Parker,,,,,RuPaul,Supermodel,Victoria (Porkchop) Parker,,,2009-02-02,0,0,9,6,Jade,SAFE,0,1,0,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,2,0,0,1,0,1,0,1,0,0,1,1,0,2,0,2,1,1,0,0,0,2,02/09/2009,Girl Group Challenge,Competition,Lipsync,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,SAFE,0,S01,Girl Group Challenge,,Act out emotions,Ongina,Akashia,,Akashia,Tammie Brown,,,,,Michelle Williams,We Break the Dawn,Tammie Brown,,,2009-02-09,0,0,8,6,Jade,SAFE,0,1,0,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,3,1,1,0,0,0,1,1,0,0,1,0,0,2,0,2,1,1,0,0,0,3,02/16/2009,Queens of All Media,Competition,Talk Show,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,LOW,0,S01,Queens of All Media,,,,,,Akashia,Shannel,,,,,Whitney Houston,The Greatest Love of All,Akashia,,,2009-02-16,0,0,7,6,Jade,LOW,0,1,0,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,4,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,1,1,0,0,0,4,02/23/2009,Mac Viva-Glam Challenge,Competition,Commercial,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,ELIM,1,S01,Mac Viva-Glam Challenge,,30 Minutes to do partner's makeup,Jade,,,Jade,Rebecca Glasscock,,,,,The Eurythmics,Would I Lie to You?,Jade,,,2009-02-23,0,0,6,6,Jade,BTM,0,1,1,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,5,1,0,0,0,0,1,1,0,0,1,0,0,2,0,2,1,1,0,0,0,5,03/02/2009,Drag School of Charm,Competition,Makeover,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,,,S01,Drag School of Charm,,Exercise/endurance challenge,Rebecca Glasscock,,,Bebe Zahara Benet,Ongina,,,,,Britney Spears,Stronger,Ongina,,,2009-03-02,0,0,5,6,Jade,NA,NA,0,NA,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,6,0,0,0,1,0,1,1,0,0,1,0,0,2,0,2,1,1,0,0,0,6,03/09/2009,Absolut Drag Ball,Competition,Ball,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,,,S01,Absolut Drag Ball,,Vogue posing challenge,Nina Flowers,,,Rebecca Glasscock,Shannel,,,,,Mary Mary,Praise You,Shannel,,,2009-03-09,0,0,4,6,Jade,NA,NA,0,NA,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,7,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,1,1,0,0,0,7,03/16/2009,Extra Special Edition,Recap,,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,,,S01,Extra Special Edition,,,,,,,,,,,,,,,,,2009-03-16,1,,,6,Jade,,,,,,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,8,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,1,1,0,0,0,8,03/23/2009,Grande Finale,Finale,,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,,,S01,Grande Finale,,,,,,Rebecca Glasscock,,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Rebecca Glasscock,,Finale. Bebe Zahara Benet wins S1.,2009-03-23,0,1,3,6,Jade,NA,NA,0,NA,0,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
8,1,Jade,9,0,0,0,0,0,1,0,1,1,1,0,0,2,0,2,1,1,0,0,0,9,03/23/2009,Re-United!,Reunion,,9,0,8,32,Chicago,Illinois,6,jadesotomayor,SotomayorJade,9,Guest,,S01,Re-United!,,,,,,,,,,,,,,,,,2009-03-23,1,,,6,Jade,,,,,,9088,"Chicago, Illinois",1,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
9,1,BeBe Zahara Benet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,1,02/02/2009,Drag on a Dime,Competition,Sewing,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,SAFE,0,S01,Drag on a Dime,,,,,,Akashia,Victoria (Porkchop) Parker,,,,,RuPaul,Supermodel,Victoria (Porkchop) Parker,,,2009-02-02,0,0,9,1,BeBe Zahara Benet,SAFE,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,2,02/09/2009,Girl Group Challenge,Competition,Lipsync,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,SAFE,0,S01,Girl Group Challenge,,Act out emotions,Ongina,Akashia,,Akashia,Tammie Brown,,,,,Michelle Williams,We Break the Dawn,Tammie Brown,,,2009-02-09,0,0,8,1,BeBe Zahara Benet,SAFE,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,3,02/16/2009,Queens of All Media,Competition,Talk Show,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,WIN,0,S01,Queens of All Media,,,,,,Akashia,Shannel,,,,,Whitney Houston,The Greatest Love of All,Akashia,,,2009-02-16,0,0,7,1,BeBe Zahara Benet,WIN,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,4,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,4,02/23/2009,Mac Viva-Glam Challenge,Competition,Commercial,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,HIGH,0,S01,Mac Viva-Glam Challenge,,30 Minutes to do partner's makeup,Jade,,,Jade,Rebecca Glasscock,,,,,The Eurythmics,Would I Lie to You?,Jade,,,2009-02-23,0,0,6,1,BeBe Zahara Benet,HIGH,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,5,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,5,03/02/2009,Drag School of Charm,Competition,Makeover,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,BTM2,0,S01,Drag School of Charm,,Exercise/endurance challenge,Rebecca Glasscock,,,Bebe Zahara Benet,Ongina,,,,,Britney Spears,Stronger,Ongina,,,2009-03-02,0,0,5,1,BeBe Zahara Benet,BTM,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,6,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,6,03/09/2009,Absolut Drag Ball,Competition,Ball,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,WIN,0,S01,Absolut Drag Ball,,Vogue posing challenge,Nina Flowers,,,Rebecca Glasscock,Shannel,,,,,Mary Mary,Praise You,Shannel,,,2009-03-09,0,0,4,1,BeBe Zahara Benet,WIN,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,7,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,7,03/16/2009,Extra Special Edition,Recap,,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,,,S01,Extra Special Edition,,,,,,,,,,,,,,,,,2009-03-16,1,,,1,BeBe Zahara Benet,,,,,,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,8,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,8,03/23/2009,Grande Finale,Finale,,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,Winner,0,S01,Grande Finale,,,,,,Rebecca Glasscock,,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Rebecca Glasscock,,Finale. Bebe Zahara Benet wins S1.,2009-03-23,0,1,3,1,BeBe Zahara Benet,WIN,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,9,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,1,1,9,03/23/2009,Re-United!,Reunion,,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,Guest,,S01,Re-United!,,,,,,,,,,,,,,,,,2009-03-23,1,,,1,BeBe Zahara Benet,,,,,,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
10,2,Nicole Paige Brooks,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,02/01/2010,Gone with the Windows,Competition,Sewing,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,SAFE,0,S02,Gone with the Windows,Curtain Couture,Gone with the Wind photo shoot,Raven,,,Sahara Davenport,Shangela,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Shangela,,,2010-02-01,0,0,12,11,Nicole Paige Brooks,SAFE,0,1,0,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
10,2,Nicole Paige Brooks,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,02/08/2010,Starbootylicious,Competition,Dancing,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,ELIM,1,S02,Starbootylicious,High-Class Drag,Turn RuPaul doll from lady to a tramp,Sahara Davenport,Pandora Boxx,,Raven,Nicole Paige Brooks,,,,,En Vogue,My Lovin' (You're Never Gonna Get It),Nicole Paige Brooks,,,2010-02-08,0,0,11,11,Nicole Paige Brooks,BTM,1,1,0,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
10,2,Nicole Paige Brooks,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,3,02/15/2010,Country Queens,Competition,Acting,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,Country Queens,Denim and Diamond Couture,"""Chicken or what?"" eating contest",Mystique Summers Madison,Morgan McMichaels,,Mystique Summers Madison,Raven,,,,,Wynonna Judd,I Hear You Knockin',Mystique Summers Madison,,,2010-02-15,0,0,10,11,Nicole Paige Brooks,NA,NA,0,NA,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
10,2,Nicole Paige Brooks,4,0,0,0,1,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,1,4,02/22/2010,The Snatch Game,Competition,Snatch Game,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,The Snatch Game,Personal Style,The Queen is Right,Raven,,,Sonique,Morgan McMichaels,,,,,Stacey Q,Two of Hearts,Sonique,,Debut of the snatch game,2010-02-22,0,0,9,11,Nicole Paige Brooks,NA,NA,0,NA,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
10,2,Nicole Paige Brooks,5,1,0,1,1,0,1,0,1,1,1,1,0,0,0,3,0,0,0,0,1,5,03/01/2010,Here Comes the Bride,Competition,Sewing,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,Here Comes the Bride,,Decorate a box in your drag style,Raven,,,Morgan McMichaels,Sahara Davenport,,,,,Martha Wash,Carry On,Morgan McMichaels,,,2010-03-01,0,0,8,11,Nicole Paige Brooks,NA,NA,0,NA,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
10,2,Nicole Paige Brooks,6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,1,6,03/08/2010,Rocker Chicks,Competition,Singing,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,Rocker Chicks,,Give a wig a glam rock makeover,Pandora Boxx,,,Jujubee,Sahara Davenport,,,,,Alannah Myles,Black Velvet,Sahara Davenport,,,2010-03-08,0,0,7,11,Nicole Paige Brooks,NA,NA,0,NA,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
11,2,Shangela Laquifa Wadley,1,0,0,0,1,0,1,0,1,1,1,0,0,4,0,3,0,1,0,0,0,1,02/01/2010,Gone with the Windows,Competition,Sewing,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,ELIM,1,S02,Gone with the Windows,Curtain Couture,Gone with the Wind photo shoot,Raven,,,Sahara Davenport,Shangela,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Shangela,,,2010-02-01,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Shangela Laquifa Wadley,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,3,0,1,0,0,0,2,02/08/2010,Starbootylicious,Competition,Dancing,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,Starbootylicious,High-Class Drag,Turn RuPaul doll from lady to a tramp,Sahara Davenport,Pandora Boxx,,Raven,Nicole Paige Brooks,,,,,En Vogue,My Lovin' (You're Never Gonna Get It),Nicole Paige Brooks,,,2010-02-08,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Shangela Laquifa Wadley,3,0,1,0,0,0,1,0,0,1,1,0,0,4,0,3,0,1,0,0,0,3,02/15/2010,Country Queens,Competition,Acting,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,Country Queens,Denim and Diamond Couture,"""Chicken or what?"" eating contest",Mystique Summers Madison,Morgan McMichaels,,Mystique Summers Madison,Raven,,,,,Wynonna Judd,I Hear You Knockin',Mystique Summers Madison,,,2010-02-15,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Shangela Laquifa Wadley,4,0,0,0,1,0,1,0,1,1,1,0,0,4,0,3,0,1,0,0,0,4,02/22/2010,The Snatch Game,Competition,Snatch Game,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,The Snatch Game,Personal Style,The Queen is Right,Raven,,,Sonique,Morgan McMichaels,,,,,Stacey Q,Two of Hearts,Sonique,,Debut of the snatch game,2010-02-22,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Shangela Laquifa Wadley,5,0,0,0,1,0,1,0,1,1,1,0,0,4,0,3,0,1,0,0,0,5,03/01/2010,Here Comes the Bride,Competition,Sewing,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,Here Comes the Bride,,Decorate a box in your drag style,Raven,,,Morgan McMichaels,Sahara Davenport,,,,,Martha Wash,Carry On,Morgan McMichaels,,,2010-03-01,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Shangela Laquifa Wadley,6,0,0,0,0,0,1,0,1,0,1,0,0,4,0,3,0,1,0,0,0,6,03/08/2010,Rocker Chicks,Competition,Singing,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,Rocker Chicks,,Give a wig a glam rock makeover,Pandora Boxx,,,Jujubee,Sahara Davenport,,,,,Alannah Myles,Black Velvet,Sahara Davenport,,,2010-03-08,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,Raven,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,1,1,0,1,02/01/2010,Gone with the Windows,Competition,Sewing,12,9,3,30,Riverside,California,2,itsravenhunty_,RavenHUNTY,12,SAFE,0,S02,Gone with the Windows,Curtain Couture,Gone with the Wind photo shoot,Raven,,,Sahara Davenport,Shangela,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Shangela,,,2010-02-01,0,0,12,2,Raven,SAFE,0,1,1,0,7037,"Riverside, California",3,9,0.333333333,0.222222222,0.555555556,0,0.222222222,0.222222222,3,2,5,2,0,2,3,3,0.333333333
