Contestant_Id,Season_Number,Contestant_Name,Episode,Lip_Sync_Number,Wig_Removed,Death_Drop,Outfit_Reveal,Quality_Of_Outfit,Merle,Michelle,Santino,Ross,Carson,Do_They_Know_Words,Outfit_Reveal_1,Gender,Race,Body_Type,Type_Queen,Sewing,Dancing,Singing,Lip_Sync_Ass,Expressed_Hardship,Episode_Number,Episode_Airdate,Episode_Title,Episode_Type,Episode_Maxi_Challenge_Type,Numqueen,Sumqueen,Contestant_Entrance,Age,Hometown_City,Hometown_State,Season_Outcome,Handle_Instagram,Handle_Twitter,Numepisode,Episode_Placement,OUTCOME_LOSS,Season,Nickname,Runwaytheme,Minic,Minicw1,Minicw2,Minicw3,Bottom1,Bottom2,Bottom3,Bottom4,Bottom5,Bottom6,Lipsyncartist,Lipsyncsong,Eliminated1,Eliminated2,Notes,Airdate,Special,Finale,Numqueens,Rank,Contestant,Outcome,Eliminated,Participant,Minichalw,Penultimate,DOB,Hometown,Minicwins,Numcontests,Perc_High,Perc_Win,Perc_Winhigh,Perc_Low,Perc_Btm,Perc_Lowbtm,Num_High,Num_Win,Num_Winhigh,Num_Btm,Num_Low,Num_Lowbtm,Db_Score,Points,PPE
23,3,Carmen Carrera,12,,0,0,0,0,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,12,04/04/2011,Jocks in Frocks,Competition,Makeover,13,21,2,25,Elmwood Park,New Jersey,5,carmen_carrera,Carmen_Carrera,16,ELIM,1,S03,Jocks in Frocks,,Dunk-a-Queen,Alexis Mateo,,,Raja,Carmen Carrera,,,,,Paula Abdul,Straight Up,Carmen Carrera,,"Jesus, Ru, please think of the data scientists here.",2011-04-04,0,0,5,5,Carmen Carrera,BTM,1,1,0,0,9234,"Elmwood Park, New Jersey",3,10,0.1,0,0.1,0.3,0.3,0.6,1,0,1,3,3,6,-8,-8,-0.8
45,4,Chad Michaels,11,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,11,04/09/2012,The Fabulous Bitch Ball,Competition,Ball,13,34,11,40,San Diego,California,2,chadmichaelsallstar,ChadMichaels1,14,BTM2,0,S04,The Fabulous Bitch Ball,,Everybody Loves Puppets,Chad Michaels,,,Chad Michaels,Latrice Royale,,,,,Wynonna Judd,No One Else on Earth,Latrice Royale,,,2012-04-09,0,0,4,2,Chad Michaels,BTM,0,1,1,0,4096,"San Diego, California",2,11,0.272727273,0.181818182,0.454545455,0.090909091,0.090909091,0.181818182,3,2,5,1,1,2,4,4,0.363636364
45,4,Chad Michaels,13,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,13,04/23/2012,The Final Three,Finale,,13,34,11,40,San Diego,California,2,chadmichaelsallstar,ChadMichaels1,14,SAFE,0,S04,The Final Three,,,,,,,,,,,,,,,,,2012-04-23,1,,3,2,Chad Michaels,,,,,,4096,"San Diego, California",2,11,0.272727273,0.181818182,0.454545455,0.090909091,0.090909091,0.181818182,3,2,5,1,1,2,4,4,0.363636364
105,9,Charlie Hides,4,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,4,04/14/2017,Good Morning Bitches!,Competition,Talk Show,14,101,4,52,Boston,Massachusetts,12,charliehidestv,charliehidestv,14,ELIM,1,S09,Good Morning Bitches!,Naughty nighties,,,,,Trinity Taylor,Charlie Hides,,,,,Britney Spears,I Wanna Go,Charlie Hides,,"Jesus Christ, Charlie, what was that…",2017-04-14,0,0,12,12,Charlie Hides,BTM,1,1,0,0,1654,"London, UK/ Boston, Massachusetts",0,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
100,8,Chi Chi DeVayne,7,,0,0,0,1,0,1,0,0,1,1,0,0,1,0,3,1,1,0,0,1,7,04/18/2016,Shady Politics,Competition,Acting,12,89,11,30,Shreveport,Louisiana,4,chichidevayneofficial,ChiChiDeVayne,10,BTM2,0,S08,Shady Politics,,True/False guessing game with Pit Crew,Derrick Barry,,,Chi Chi DeVayne,Thorgy Thor,,,,,Jennifer Hudson,And I Am Telling You I'm Not Going,Thorgy Thor,,,2016-04-18,0,0,6,4,Chi Chi DeVayne,BTM,0,1,0,0,9398,"Shreveport, Louisiana",2,8,0.125,0.125,0.25,0.125,0.25,0.375,1,1,2,2,1,3,-2,-2,-0.25
100,8,Chi Chi DeVayne,9,,0,0,0,1,0,1,0,1,1,1,0,0,1,0,3,1,1,0,0,1,9,05/02/2016,The Realness,Competition,Music Video,12,89,11,30,Shreveport,Louisiana,4,chichidevayneofficial,ChiChiDeVayne,10,ELIM,1,S08,The Realness,,,,,,,,,,,,RuPaul,The Realness,Chi Chi DeVayne,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2016-05-02,0,0,4,4,Chi Chi DeVayne,BTM,1,1,0,1,9398,"Shreveport, Louisiana",2,8,0.125,0.125,0.25,0.125,0.25,0.375,1,1,2,2,1,3,-2,-2,-0.25
61,5,Coco Montrese,3,,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,02/11/2013,Draggle Rock,Competition,Acting,14,47,14,37,Las Vegas,Nevada,5,theonlycocomontrese,cocomontrese,14,BTM2,0,S05,Draggle Rock,,Create mannequin dolls,Alaska,Lineysha Sparx,,Monica Beverly Hillz,Coco Montrese,,,,,The Pussycat Dolls,When I Grow Up,Monica Beverly Hillz,,,2013-02-11,0,0,12,5,Coco Montrese,BTM,0,1,0,0,5296,"Las Vegas, Nevada",1,10,0.1,0.1,0.2,0,0.4,0.4,1,1,2,4,0,4,-5,-5,-0.5
61,5,Coco Montrese,6,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,6,03/04/2013,Can I Get An Amen?,Competition,Singing,14,47,14,37,Las Vegas,Nevada,5,theonlycocomontrese,cocomontrese,14,BTM2,0,S05,Can I Get An Amen?,,Apply drag makeup in the dark,Detox,,,Coco Montrese,Jade Jolie,,,,,The Pointer Sisters,I'm So Excited,Jade Jolie,,,2013-03-04,0,0,8,5,Coco Montrese,BTM,0,1,0,0,5296,"Las Vegas, Nevada",1,10,0.1,0.1,0.2,0,0.4,0.4,1,1,2,4,0,4,-5,-5,-0.5
61,5,Coco Montrese,9,,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,9,04/01/2013,Drama Queens,Competition,Acting,14,47,14,37,Las Vegas,Nevada,5,theonlycocomontrese,cocomontrese,14,BTM2,0,S05,Drama Queens,,"Create fake sob stories, cry in front of RuPaul",Detox,Alyssa Edwards,,Alyssa Edwards,Coco Montrese,,,,,Paula Abdul,Cold Hearted,Alyssa Edwards,,,2013-04-01,0,0,6,5,Coco Montrese,BTM,0,1,0,0,5296,"Las Vegas, Nevada",1,10,0.1,0.1,0.2,0,0.4,0.4,1,1,2,4,0,4,-5,-5,-0.5
61,5,Coco Montrese,10,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,10,04/08/2013,Super Troopers,Competition,Makeover,14,47,14,37,Las Vegas,Nevada,5,theonlycocomontrese,cocomontrese,14,ELIM,1,S05,Super Troopers,,Drag booty camp with fitness trainer,Alaska,,,Coco Montrese,Detox,,,,,Seduction,(It Takes) Two to Make It Right,Coco Montrese,,,2013-04-08,0,0,5,5,Coco Montrese,BTM,1,1,0,0,5296,"Las Vegas, Nevada",1,10,0.1,0.1,0.2,0,0.4,0.4,1,1,2,4,0,4,-5,-5,-0.5
74,6,Courtney Act,12,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,12,05/05/2014,Sissy That Walk!,Competition,Music Video,14,61,13,31,West Hollywood,California,2,courtneyact,courtneyact,14,SAFE,0,S06,Sissy That Walk!,,,,,,,,,,,,RuPaul,Sissy That Walk,Darienne Lake,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2014-05-05,0,0,4,2,Courtney Act,WIN,0,1,0,1,8084,"West Hollywood, California",0,10,0,0.2,0.2,0.3,0,0.3,0,2,2,0,3,3,1,1,0.1
91,8,Cynthia Lee Fontaine,3,,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,1,3,03/21/2016,RuCo's Empire,Competition,Acting,12,89,2,34,Austin,Texas,10,cynthialeefontaine,lee_fontaine,10,ELIM,1,S08,RuCo's Empire,Rollergirl Realness,Drag up supreme court robes,Naomi Smalls,,,Robbie Turner,Cynthia Lee Fontaine,,,,,Faith Evans,Mesmerized,Cynthia Lee Fontaine,,,2016-03-21,0,0,9,10,Cynthia Lee Fontaine,BTM,1,1,0,0,7717,"Austin, Texas",1,3,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,1,-2,-2,-0.666666667
115,9,Cynthia Lee Fontaine,5,,0,0,1,0,0,1,0,0,1,1,1,0,2,0,1,0,0,0,0,1,5,04/21/2017,Reality Stars: The Musical,Competition,Lipsync,14,101,14,34,Austin,Texas,10,cynthialeefontaine,lee_fontaine,14,BTM2,0,S09,Reality Stars: The Musical,Faux Fur Realness,,,,,Farrah Moan,Cynthia Lee Fontaine,,,,,Meghan Trainor,Woman Up,Eureka O'Hara,,Eureka had to exit competition for injury.,2017-04-21,0,0,11,10,Cynthia Lee Fontaine,BTM,0,1,0,0,7717,"Austin, Texas",0,5,0,0,0,0,0.4,0.4,0,0,0,2,0,2,-4,-4,-0.8
115,9,Cynthia Lee Fontaine,6,,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,1,6,04/28/2017,Snatch Game,Competition,Snatch Game,14,101,14,34,Austin,Texas,10,cynthialeefontaine,lee_fontaine,14,ELIM,1,S09,Snatch Game,"Night of 1,000 Madonnas: The Shequel",,,,,Cynthia Lee Fontaine,Peppermint,,,,,Madonna,Music,Cynthia Lee Fontaine,,,2017-04-28,0,0,10,10,Cynthia Lee Fontaine,BTM,1,1,0,0,7717,"Austin, Texas",0,5,0,0,0,0,0.4,0.4,0,0,0,2,0,2,-4,-4,-0.8
75,6,Darienne Lake,2,,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,0,0,1,1,2,03/03/2014,RuPauls Big Opening Part 2,Competition,Sewing,14,61,14,41,Rochester,New York,4,dariennelake,dariennelake,14,BTM2,0,S06,RuPauls Big Opening Part2,,Boudoir pillow fight with the Pit Crew,Trinity K. Bonet,,,Darienne Lake,Magnolia Crawford,,,,,Vicki Sue Robinson,Turn the Beat Around,Magnolia Crawford,,Oof.,2014-03-03,0,0,7,4,Darienne Lake,BTM,0,1,0,0,4348,"Rochester, New York",1,10,0.1,0.1,0.2,0.3,0.3,0.6,1,1,2,3,3,6,-6,-6,-0.6
75,6,Darienne Lake,7,,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,0,0,1,1,7,04/07/2014,Glamazon by Colorevolution,Competition,Commercial,14,61,14,41,Rochester,New York,4,dariennelake,dariennelake,14,BTM2,0,S06,Glamazon by Colorevolution,,Design nails and hand modeling fruits,Laganja Estranja,,,BenDeLaCreme,Darienne Lake,,,,,Expose,Point of No Return,,,,2014-04-07,0,0,8,4,Darienne Lake,BTM,0,1,0,0,4348,"Rochester, New York",1,10,0.1,0.1,0.2,0.3,0.3,0.6,1,1,2,3,3,6,-6,-6,-0.6
75,6,Darienne Lake,11,,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,0,0,1,1,11,04/28/2014,Glitter Ball,Competition,Ball,14,61,14,41,Rochester,New York,4,dariennelake,dariennelake,14,BTM2,0,S06,Glitter Ball,,Everybody Loves Puppets,BenDeLaCreme,,,BenDeLaCreme,Darienne Lake,,,,,Kelly Clarkson,Stronger (What Doesn't Kill You),BenDeLaCreme,,Still don't get this one…,2014-04-28,0,0,5,4,Darienne Lake,BTM,0,1,0,0,4348,"Rochester, New York",1,10,0.1,0.1,0.2,0.3,0.3,0.6,1,1,2,3,3,6,-6,-6,-0.6
75,6,Darienne Lake,12,,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,0,0,1,1,12,05/05/2014,Sissy That Walk!,Competition,Music Video,14,61,14,41,Rochester,New York,4,dariennelake,dariennelake,14,ELIM,1,S06,Sissy That Walk!,,,,,,,,,,,,RuPaul,Sissy That Walk,Darienne Lake,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2014-05-05,0,0,4,4,Darienne Lake,BTM,1,1,0,1,4348,"Rochester, New York",1,10,0.1,0.1,0.2,0.3,0.3,0.6,1,1,2,3,3,6,-6,-6,-0.6
92,8,Dax ExclamationPoint,2,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,03/14/2016,Bitch Perfect,Competition,Lipsync,12,89,3,31,Savannah,Georgia,11,daxclamation,Daxclamation,10,ELIM,1,S08,Bitch Perfect,,Latin dance-off to RuPaul's “Cha Cha Bitch”,Chi Chi DeVayne,Cynthia Lee Fontaine,,Dax ExclamationPoint,Laila McQueen,,,,,Gloria Gaynor,I Will Survive,Dax ExclamationPoint,Laila McQueen,,2016-03-14,0,0,11,11,Dax ExclamationPoint,BTM,1,1,0,0,8976,"Savannah, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
22,3,Delta Work,3,,0,0,0,0,0,1,1,0,0,1,0,0,2,2,3,1,0,0,1,1,3,01/31/2011,Queens in Space,Competition,Acting,13,21,1,34,Norwalk,California,7,deltawork,,16,BTM2,0,S03,Queens in Space,,Psychic Challenge,Mariah,Phoenix,,Phoenix,Delta Work,,,,,Lady Gaga,Romance,Phoenix,,,2011-01-31,0,0,12,7,Delta Work,BTM,0,1,0,0,5866,"Norwalk, California",1,7,0.142857143,0,0.142857143,0,0.428571429,0.428571429,1,0,1,3,0,3,-5,-5,-0.714285714
22,3,Delta Work,6,,0,0,0,0,0,1,1,0,0,1,0,0,2,2,3,1,0,0,1,1,6,02/21/2011,The Snatch Game,Competition,Snatch Game,13,21,1,34,Norwalk,California,7,deltawork,,16,BTM2,0,S03,The Snatch Game,,Shit Rupaul Says,Delta Work,,,Delta Work,Mariah,,,,,Jody Watley,Looking for a New Love,Mariah,,,2011-02-21,0,0,9,7,Delta Work,BTM,0,1,0,0,5866,"Norwalk, California",1,7,0.142857143,0,0.142857143,0,0.428571429,0.428571429,1,0,1,3,0,3,-5,-5,-0.714285714
22,3,Delta Work,8,,0,0,0,0,0,1,0,0,0,1,0,0,2,2,3,1,0,0,1,1,8,03/07/2011,Ru Ha Ha,Competition,Comedy,13,21,1,34,Norwalk,California,7,deltawork,,16,ELIM,1,S03,Ru Ha Ha,,Reading is Fundamental,Shangela,,,Delta Work,Manila Luzon,,,,,Donna Summer,MacArthur Park,Delta Work,,,2011-03-07,0,0,7,7,Delta Work,BTM,1,1,0,0,5866,"Norwalk, California",1,7,0.142857143,0,0.142857143,0,0.428571429,0.428571429,1,0,1,3,0,3,-5,-5,-0.714285714
101,8,Derrick Barry,6,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,1,6,04/11/2016,Wizards of Drag,Competition,Makeover,12,89,12,32,Las Vegas,Nevada,5,derrickbarry,DerrickBarry,10,BTM2,0,S08,Wizards of Drag,Wizard of Oz couture,Reading is Fundamental,Bob the Drag Queen,,,Derrick Barry,Robbie Turner,,,,,Icona Pop,I Love It,Robbie Turner,,,2016-04-11,0,0,7,5,Derrick Barry,BTM,0,1,0,0,8599,"Las Vegas, Nevada",1,8,0.25,0.125,0.375,0.25,0.25,0.5,2,1,3,2,2,4,-2,-2,-0.25
101,8,Derrick Barry,8,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,1,8,04/25/2016,RuPaul Book Ball,Competition,Ball,12,89,12,32,Las Vegas,Nevada,5,derrickbarry,DerrickBarry,10,ELIM,1,S08,RuPaul Look Ball,,Everybody Loves Puppets,Chi Chi DeVayne,,,Bob the Drag Queen,Derrick Barry,,,,,Sylvester,You Make Me Feel (Mighty Real),Derrick Barry,,,2016-04-25,0,0,5,5,Derrick Barry,BTM,1,1,0,0,8599,"Las Vegas, Nevada",1,8,0.25,0.125,0.375,0.25,0.25,0.5,2,1,3,2,2,4,-2,-2,-0.25
48,5,Detox,5,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,5,02/25/2013,Snatch Game,Competition,Snatch Game,14,47,1,27,Los Angeles,California,4,theonlydetox,TheOnlyDetox,14,BTM2,0,S05,Snatch Game,,Style a cuddler into a red-carpet look,Alyssa Edwards,Detox,Roxxxy Andrews,Detox,Lineysha Sparx,,,,,Cher,Take Me Home,Lineysha Sparx,,,2013-02-25,0,0,9,4,Detox,BTM,0,1,1,0,9285,"Los Angeles, California",5,11,0.090909091,0.090909091,0.181818182,0.090909091,0.272727273,0.363636364,1,1,2,3,1,4,-4,-4,-0.363636364
48,5,Detox,10,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,10,04/08/2013,Super Troopers,Competition,Makeover,14,47,1,27,Los Angeles,California,4,theonlydetox,TheOnlyDetox,14,BTM2,0,S05,Super Troopers,,Drag booty camp with fitness trainer,Alaska,,,Coco Montrese,Detox,,,,,Seduction,(It Takes) Two to Make It Right,Coco Montrese,,,2013-04-08,0,0,5,4,Detox,BTM,0,1,0,0,9285,"Los Angeles, California",5,11,0.090909091,0.090909091,0.181818182,0.090909091,0.272727273,0.363636364,1,1,2,3,1,4,-4,-4,-0.363636364
48,5,Detox,11,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,11,04/15/2013,Sugar Ball,Competition,Ball,14,47,1,27,Los Angeles,California,4,theonlydetox,TheOnlyDetox,14,ELIM,1,S05,Sugar Ball,,Everybody Loves Puppets,Alaska,,,Jinkx Monsoon,Detox,,,,,Yma Sumac,Malambo No. 1,Detox,,,2013-04-15,0,0,4,4,Detox,BTM,1,1,0,0,9285,"Los Angeles, California",5,11,0.090909091,0.090909091,0.181818182,0.090909091,0.272727273,0.363636364,1,1,2,3,1,4,-4,-4,-0.363636364
42,4,DiDa Ritz,3,,0,0,0,1,0,1,1,0,0,1,0,0,1,0,3,1,1,0,0,1,3,02/13/2012,Glamazons vs Champions,Competition,Commercial,13,34,8,25,Chicago,Illinois,6,didaswag,MissDidaRitz,14,BTM2,0,S04,Glamazons vs Champions,Platinum and Gold,Create hats with butterfly-shaped accessories,Phi Phi O'Hara,Kenya Michaels,Jiggly Caliente,DiDa Ritz,The Princess,,,,,Natalie Cole,This Will Be (An Everlasting Love),The Princess,,,2012-02-13,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,DiDa Ritz,9,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,1,1,0,0,1,9,03/26/2012,Frock the Vote!,Competition,Acting,13,34,8,25,Chicago,Illinois,6,didaswag,MissDidaRitz,14,ELIM,1,S04,Frock the Vote!,Inaugural Drag,Design Absolut Vodka-inspired shoe,Phi Phi O'Hara,,,Latrice Royale,DiDa Ritz,,,,,Gladys Knight,I've Got to Use My Imagination,DiDa Ritz,,,2012-03-26,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
126,10,Dusty Ray Bottoms,4,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,0,1,4,04/12/2018,The Last Ball on Earth,Competition,Ball,14,115,11,29,New York,New York,11,dustyray,DustyRayBottoms,14,ELIM,1,S10,The Last Ball on Earth,,Photobomb celebrity photographs,Aquaria,,,Monét X Change,Dusty Ray Bottoms,,,,,Nicki Minaj,Pound the Alarm,Dusty Ray Bottoms,,,2018-04-12,0,0,11,11,Dusty Ray Bottoms,BTM,1,1,0,0,10131,"New York, New York",0,4,0.25,0,0.25,0.25,0.25,0.5,1,0,1,1,1,2,-2,-2,-0.5
104,9,Eureka,5,,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,1,5,04/21/2017,Reality Stars: The Musical,Competition,Lipsync,14,101,3,25,Johnson City,Tennessee,11,eurekaohara,eurekaohara,14,OUT,0,S09,Reality Stars: The Musical,Faux Fur Realness,,,,,Farrah Moan,Cynthia Lee Fontaine,,,,,Meghan Trainor,Woman Up,Eureka O'Hara,,Eureka had to exit competition for injury.,2017-04-21,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10,Eureka,2,,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2,1,0,0,1,1,2,03/29/2018,PharmaRusical,Competition,Lipsync,14,115,1,27,Johnson City,Tennessee,2,eurekaohara,eurekaohara,14,BTM2,0,S10,PharmaRusical,,Hay Girl Hay dance competition,Asia O'Hara,The Vixen,,Kalorie Karbdashian Williams,Eureka O'Hara,,,,,The Emotions,Best of My Love,Kalorie Karbdashian Williams,,,2018-03-29,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10,Eureka,9,,0,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1,0,0,1,1,9,05/17/2018,Breastworld,Competition,Acting,14,115,1,27,Johnson City,Tennessee,2,eurekaohara,eurekaohara,14,BTM2,0,S10,Breastworld,Silver Foxy,"Pants down, bottoms up",Aquaria,,,Eureka O'Hara,Kameron Michaels,,,,,Patti Labelle,New Attitude,,,Double shantay for an all-time lip sync,2018-05-17,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10,Eureka,12,,0,0,0,1,0,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,12,06/14/2018,American,Competition,Music Video,14,115,1,27,Johnson City,Tennessee,2,eurekaohara,eurekaohara,14,SAFE,0,S10,American,Final Four Eleganza Extravaganza,,,,,,,,,,,RuPaul,Call Me Mother,,,I count this as a special,2018-06-14,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10,Eureka,14,1,1,0,1,1,0,1,0,1,1,1,1,0,0,2,2,1,0,0,1,1,14,06/28/2018,Grand Finale,Finale,,14,115,1,27,Johnson City,Tennessee,2,eurekaohara,eurekaohara,14,Runner-up,0,S10,Grand Finale,,,,,,,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",Bang Bang,,,Finale. Aquaria wins S10,2018-06-28,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
116,10,Eureka,14,2,0,0,0,1,0,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,14,06/28/2018,Grand Finale,Finale,,14,115,1,27,Johnson City,Tennessee,2,eurekaohara,eurekaohara,14,Runner-up,0,S10,Grand Finale,,,,,,,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",Bang Bang,,,Finale. Aquaria wins S10,2018-06-28,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9,Farrah Moan,5,,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,5,04/21/2017,Reality Stars: The Musical,Competition,Lipsync,14,101,5,23,Las Vegas,Nevada,8,farrahrized,farrahrized,14,BTM2,0,S09,Reality Stars: The Musical,Faux Fur Realness,,,,,Farrah Moan,Cynthia Lee Fontaine,,,,,Meghan Trainor,Woman Up,Eureka O'Hara,,Eureka had to exit competition for injury.,2017-04-21,0,0,11,8,Farrah Moan,BTM,0,1,0,0,12307,"Las Vegas, Nevada",0,8,0,0,0,0.25,0.25,0.5,0,0,0,2,2,4,-6,-6,-0.75
106,9,Farrah Moan,8,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,8,05/12/2017,RuPaul Roast,Competition,Comedy,14,101,5,23,Las Vegas,Nevada,8,farrahrized,farrahrized,14,ELIM,1,S09,RuPaul Roast,,Reading is Fundamental,Valentina,,,Alexis Michelle,Farrah Moan,,,,,Dolly Parton,Baby I'm Burnin',Farrah Moan,,,2017-05-12,0,0,8,8,Farrah Moan,BTM,1,1,0,0,12307,"Las Vegas, Nevada",0,8,0,0,0,0.25,0.25,0.5,0,0,0,2,2,4,-6,-6,-0.75
64,6,Gia Gunn,5,,0,0,1,0,0,1,1,0,0,1,1,1,3,0,2,0,1,0,0,0,5,03/24/2014,Snatch Game,Competition,Snatch Game,14,61,3,23,Chicago,Illinois,10,gia_gunn,GiaGunn,14,ELIM,1,S06,Snatch Game,,,,,,Gia Gunn,Laganja Estranja,,,,,Lisa Lisa & Cult Jam,Head to Toe,Gia Gunn,,,2014-03-24,0,0,10,10,Gia Gunn,BTM,1,1,0,0,11087,"Chicago, Illinois",0,4,0.5,0,0.5,0,0.25,0.25,2,0,2,1,0,1,0,0,0
77,7,Ginger Minj,8,,1,0,0,0,0,1,0,1,0,1,0,0,4,2,0,1,0,1,1,1,8,04/20/2015,Conjoined Queens,Competition,Makeover,14,75,2,29,Orlando,Florida,2,gingerminj,TheGingerMinj,14,BTM2,0,S07,Conjoined Queens,,Create prison uniform look,Kennedy Davenport,,,Jaidynn Diore Fierce,Ginger Minj,,,,,Tiffany,I Think We're Alone Now,Jaidynn Diore Fierce,,"Trixie returns. Technically Tempest DuJour and Sasha Belle were bottoms as well, but I'm omitting th",2015-04-20,0,0,14,2,Ginger Minj,BTM,0,1,0,0,9020,"Orlando, Florida",3,11,0.181818182,0.272727273,0.454545455,0,0.181818182,0.181818182,2,3,5,2,0,2,4,4,0.363636364
77,7,Ginger Minj,10,,0,0,0,0,0,1,0,0,1,1,0,0,4,2,0,1,0,1,1,1,10,05/04/2015,Prancing Queens,Competition,Dancing,14,75,2,29,Orlando,Florida,2,gingerminj,TheGingerMinj,14,BTM2,0,S07,Prancing Queens,"Half man, half woman",Create “Fake Housewives of Drag Race” look using tape,Violet Chachki,,,Trixie Mattel,Ginger Minj,,,,,Robin S.,Show Me Love,Trixie Mattel,,,2015-05-04,0,0,6,2,Ginger Minj,BTM,0,1,0,0,9020,"Orlando, Florida",3,11,0.181818182,0.272727273,0.454545455,0,0.181818182,0.181818182,2,3,5,2,0,2,4,4,0.363636364
77,7,Ginger Minj,12,,0,0,0,1,0,1,0,1,1,1,0,0,4,2,0,1,0,1,1,1,12,05/18/2015,And The Rest Is Drag,Competition,Music Video,14,75,2,29,Orlando,Florida,2,gingerminj,TheGingerMinj,14,SAFE,0,S07,And The Rest Is Drag,,,,,,,,,,,,RuPaul,Born Naked,Kennedy Davenport,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2015-05-18,0,0,4,2,Ginger Minj,WIN,0,1,0,1,9020,"Orlando, Florida",3,11,0.181818182,0.272727273,0.454545455,0,0.181818182,0.181818182,2,3,5,2,0,2,4,4,0.363636364
57,5,Honey Mahogany,4,,0,0,0,0,0,1,1,0,0,1,0,1,1,0,3,1,0,1,0,1,4,02/18/2013,Black Swan: Why It Gotta Be Black?,Competition,Dancing,14,47,10,29,San Francisco,California,10,honeymahogany,honeymahogany,14,ELIM,1,S05,Black Swan: Why It Gotta Be Black?,,Soul Train dance-off,Jinkx Monsoon,Coco Montrese,,Honey Mahogany,Vivienne Pinay,,,,,Britney Spears,Oops!… I Did It Again,Honey Mahogany,Vivienne Pinay,First double elimination,2013-02-18,0,0,11,10,Honey Mahogany,BTM,1,1,0,0,8762,"San Francisco, California",0,4,0,0,0,0,0.25,0.25,0,0,0,1,0,1,-2,-2,-0.5
31,3,India Ferrah,4,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,4,02/07/2011,Totally Leotarded,Competition,Personal Branding,13,21,10,23,Dayton,Ohio,10,indiaferrah,Indiaferrah,16,BTM2,0,S03,Totally Leotarded,,Making Letoards from Duct Tapes,Carmen Carrera,Manila Luzon,,India Ferrah,Mimi Imfurst,,,,,Thelma Houston,Don't Leave Me This Way,Mimi Imfurst,,,2011-02-07,0,0,11,10,India Ferrah,BTM,0,1,0,0,9624,"Dayton, Ohio",0,4,0,0,0,0,0.5,0.5,0,0,0,2,0,2,-4,-4,-1
