Contestant_Id,Season_Number,Contestant_Name,Episode,Lip_Sync_Number,Wig_Removed,Death_Drop,Outfit_Reveal,Quality_Of_Outfit,Merle,Michelle,Santino,Ross,Carson,Do_They_Know_Words,Outfit_Reveal_1,Gender,Race,Body_Type,Type_Queen,Sewing,Dancing,Singing,Lip_Sync_Ass,Expressed_Hardship,Episode_Number,Episode_Airdate,Episode_Title,Episode_Type,Episode_Maxi_Challenge_Type,Numqueen,Sumqueen,Contestant_Entrance,Age,Hometown_City,Hometown_State,Season_Outcome,Handle_Instagram,Handle_Twitter,Numepisode,Episode_Placement,OUTCOME_LOSS,Season,Nickname,Runwaytheme,Minic,Minicw1,Minicw2,Minicw3,Bottom1,Bottom2,Bottom3,Bottom4,Bottom5,Bottom6,Lipsyncartist,Lipsyncsong,Eliminated1,Eliminated2,Notes,Airdate,Special,Finale,Numqueens,Rank,Contestant,Outcome,Eliminated,Participant,Minichalw,Penultimate,DOB,Hometown,Minicwins,Numcontests,Perc_High,Perc_Win,Perc_Winhigh,Perc_Low,Perc_Btm,Perc_Lowbtm,Num_High,Num_Win,Num_Winhigh,Num_Btm,Num_Low,Num_Lowbtm,Db_Score,Points,PPE
16,2,Mystique Summers Madison,9,,,,,,,,,,,,,0,1,2,3,0,0,0,0,0,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,7,25,Bedford,Texas,10,mystiquesummers,MystiqueSummers,12,,,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,10,Mystique Summers Madison,NA,NA,0,NA,0,8853,"Chicago, Illinois",1,3,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,1,1,2,-3,-3,-1
17,2,Jessica Wild,9,,,,,,,,,,,,,0,2,0,2,0,0,1,0,1,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,8,29,San Juan,Puerto Rico,6,jessicawild88,JessicaWild88,12,,,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,6,Jessica Wild,NA,NA,0,NA,0,7466,"San Juan, Puerto Rico",0,7,0.285714286,0.142857143,0.428571429,0,0.142857143,0.142857143,2,1,3,1,0,1,2,2,0.285714286
18,2,Sonique,9,,,,,,,,,,,,,1,0,0,3,0,1,0,0,1,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,9,26,Atlanta,Georgia,9,xosonique,xoSonique,12,,,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,9,Sonique,NA,NA,0,NA,0,8522,"Atlanta, Georgia",0,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
19,2,Tatianna,9,,0,0,0,0,1,0,1,0,0,1,0,0,4,0,2,0,0,1,0,1,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,10,21,Falls Church,Virginia,4,tatiannagram,TATIANNANOW,12,ELIM,1,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,4,Tatianna,BTM,1,1,0,0,10562,"Falls Church, Virginia",1,9,0.111111111,0.111111111,0.222222222,0.111111111,0.222222222,0.333333333,1,1,2,2,1,3,-2,-2,-0.222222222
20,2,Pandora Boxx,9,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,11,37,Rochester,New York,5,pandoraboxx,ThePandoraBoxx,12,,,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,5,Pandora Boxx,NA,NA,0,NA,0,4505,"Rochester, New York",2,8,0.5,0,0.5,0.125,0.125,0.25,4,0,4,1,1,2,1,1,0.125
21,2,Tyra Sanchez,9,,,,,,,,,,,,,0,2,0,1,1,0,0,0,1,9,04/12/2010,The Diva Awards,Competition,Ball,12,9,12,21,Orlando,Florida,1,,,12,WIN,0,S02,The Diva Awards,,Style/accessorize one of four identical dresses,Tyra Sanchez,,,Jujubee,Tatianna,,,,,Aretha Franklin,Something He Can Feel,Tatianna,,,2010-04-12,0,0,4,1,Tyra Sanchez,WIN,0,1,1,0,10339,"Orlando, Florida",1,9,0.222222222,0.333333333,0.555555556,0.111111111,0,0.111111111,2,3,5,0,1,1,7,7,0.777777778
10,2,Nicole Paige Brooks,10,,,,,,,,,,,,,0,0,0,3,0,0,0,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,11,Nicole Paige Brooks,,,,,,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
11,2,Shangela Laquifa Wadley,10,,,,,,,,,,,,,0,4,0,3,0,1,0,0,0,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,Raven,10,,,,,,,,,,,,,0,0,0,2,1,0,1,1,0,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,3,30,Riverside,California,2,itsravenhunty_,RavenHUNTY,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,2,Raven,,,,,,7037,"Riverside, California",3,9,0.333333333,0.222222222,0.555555556,0,0.222222222,0.222222222,3,2,5,2,0,2,3,3,0.333333333
13,2,Jujubee,10,,,,,,,,,,,,,0,3,0,0,0,0,0,1,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,4,25,Boston,Massachusetts,3,jujubeeonline,jujuboston,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,3,Jujubee,,,,,,8938,"Boston, Massachusetts",1,9,0.222222222,0,0.222222222,0.111111111,0.333333333,0.444444444,2,0,2,3,1,4,-5,-5,-0.555555556
14,2,Sahara Davenport,10,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,5,25,New York,New York,7,,,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,7,Sahara Davenport,,,,,,9117,"New York, New York",1,6,0,0.166666667,0.166666667,0,0.5,0.5,0,1,1,3,0,3,-4,-4,-0.666666667
15,2,Morgan McMichaels,10,,,,,,,,,,,,,0,0,0,3,1,1,0,1,0,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,6,28,Mira Loma,California,8,morganmcmichaels,morganmcmichael,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,8,Morgan McMichaels,,,,,,7818,"Mira Loma, California",1,5,0,0.2,0.2,0,0.4,0.4,0,1,1,2,0,2,-2,-2,-0.4
16,2,Mystique Summers Madison,10,,,,,,,,,,,,,0,1,2,3,0,0,0,0,0,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,7,25,Bedford,Texas,10,mystiquesummers,MystiqueSummers,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,10,Mystique Summers Madison,,,,,,8853,"Chicago, Illinois",1,3,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,1,1,2,-3,-3,-1
17,2,Jessica Wild,10,,,,,,,,,,,,,0,2,0,2,0,0,1,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,8,29,San Juan,Puerto Rico,6,jessicawild88,JessicaWild88,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,6,Jessica Wild,,,,,,7466,"San Juan, Puerto Rico",0,7,0.285714286,0.142857143,0.428571429,0,0.142857143,0.142857143,2,1,3,1,0,1,2,2,0.285714286
18,2,Sonique,10,,,,,,,,,,,,,1,0,0,3,0,1,0,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,9,26,Atlanta,Georgia,9,xosonique,xoSonique,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,9,Sonique,,,,,,8522,"Atlanta, Georgia",0,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
19,2,Tatianna,10,,,,,,,,,,,,,0,4,0,2,0,0,1,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,10,21,Falls Church,Virginia,4,tatiannagram,TATIANNANOW,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,4,Tatianna,,,,,,10562,"Falls Church, Virginia",1,9,0.111111111,0.111111111,0.222222222,0.111111111,0.222222222,0.333333333,1,1,2,2,1,3,-2,-2,-0.222222222
20,2,Pandora Boxx,10,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,11,37,Rochester,New York,5,pandoraboxx,ThePandoraBoxx,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,5,Pandora Boxx,,,,,,4505,"Rochester, New York",2,8,0.5,0,0.5,0.125,0.125,0.25,4,0,4,1,1,2,1,1,0.125
21,2,Tyra Sanchez,10,,,,,,,,,,,,,0,2,0,1,1,0,0,0,1,10,04/19/2010,The Main Event Clip Show,Recap,,12,9,12,21,Orlando,Florida,1,,,12,,,S02,The Main Event Clip Show,,,,,,,,,,,,,,,,,2010-04-19,1,,,1,Tyra Sanchez,,,,,,10339,"Orlando, Florida",1,9,0.222222222,0.333333333,0.555555556,0.111111111,0,0.111111111,2,3,5,0,1,1,7,7,0.777777778
10,2,Nicole Paige Brooks,11,,,,,,,,,,,,,0,0,0,3,0,0,0,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,11,Nicole Paige Brooks,NA,NA,0,NA,0,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
11,2,Shangela Laquifa Wadley,11,,,,,,,,,,,,,0,4,0,3,0,1,0,0,0,11,04/26/2010,Grand Finale,Finale,,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,Raven,11,,0,1,0,1,1,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,11,04/26/2010,Grand Finale,Finale,,12,9,3,30,Riverside,California,2,itsravenhunty_,RavenHUNTY,12,Runner-up,0,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,2,Raven,HIGH,0,1,0,0,7037,"Riverside, California",3,9,0.333333333,0.222222222,0.555555556,0,0.222222222,0.222222222,3,2,5,2,0,2,3,3,0.333333333
13,2,Jujubee,11,,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,11,04/26/2010,Grand Finale,Finale,,12,9,4,25,Boston,Massachusetts,3,jujubeeonline,jujuboston,12,Eliminated,1,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,3,Jujubee,BTM,0,1,0,0,8938,"Boston, Massachusetts",1,9,0.222222222,0,0.222222222,0.111111111,0.333333333,0.444444444,2,0,2,3,1,4,-5,-5,-0.555555556
14,2,Sahara Davenport,11,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,11,04/26/2010,Grand Finale,Finale,,12,9,5,25,New York,New York,7,,,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,7,Sahara Davenport,NA,NA,0,NA,0,9117,"New York, New York",1,6,0,0.166666667,0.166666667,0,0.5,0.5,0,1,1,3,0,3,-4,-4,-0.666666667
15,2,Morgan McMichaels,11,,,,,,,,,,,,,0,0,0,3,1,1,0,1,0,11,04/26/2010,Grand Finale,Finale,,12,9,6,28,Mira Loma,California,8,morganmcmichaels,morganmcmichael,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,8,Morgan McMichaels,NA,NA,0,NA,0,7818,"Mira Loma, California",1,5,0,0.2,0.2,0,0.4,0.4,0,1,1,2,0,2,-2,-2,-0.4
16,2,Mystique Summers Madison,11,,,,,,,,,,,,,0,1,2,3,0,0,0,0,0,11,04/26/2010,Grand Finale,Finale,,12,9,7,25,Bedford,Texas,10,mystiquesummers,MystiqueSummers,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,10,Mystique Summers Madison,NA,NA,0,NA,0,8853,"Chicago, Illinois",1,3,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,1,1,2,-3,-3,-1
17,2,Jessica Wild,11,,,,,,,,,,,,,0,2,0,2,0,0,1,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,8,29,San Juan,Puerto Rico,6,jessicawild88,JessicaWild88,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,6,Jessica Wild,NA,NA,0,NA,0,7466,"San Juan, Puerto Rico",0,7,0.285714286,0.142857143,0.428571429,0,0.142857143,0.142857143,2,1,3,1,0,1,2,2,0.285714286
18,2,Sonique,11,,,,,,,,,,,,,1,0,0,3,0,1,0,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,9,26,Atlanta,Georgia,9,xosonique,xoSonique,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,9,Sonique,NA,NA,0,NA,0,8522,"Atlanta, Georgia",0,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
19,2,Tatianna,11,,,,,,,,,,,,,0,4,0,2,0,0,1,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,10,21,Falls Church,Virginia,4,tatiannagram,TATIANNANOW,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,4,Tatianna,NA,NA,0,NA,0,10562,"Falls Church, Virginia",1,9,0.111111111,0.111111111,0.222222222,0.111111111,0.222222222,0.333333333,1,1,2,2,1,3,-2,-2,-0.222222222
20,2,Pandora Boxx,11,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,11,37,Rochester,New York,5,pandoraboxx,ThePandoraBoxx,12,,,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,5,Pandora Boxx,NA,NA,0,NA,0,4505,"Rochester, New York",2,8,0.5,0,0.5,0.125,0.125,0.25,4,0,4,1,1,2,1,1,0.125
21,2,Tyra Sanchez,11,,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,1,11,04/26/2010,Grand Finale,Finale,,12,9,12,21,Orlando,Florida,1,,,12,Winner,0,S02,Grand Finale,,,,,,Jujubee,,,,,,RuPaul,Jealous Of My Boogie (Gomi & RasJek Edit),Jujubee,,"Finale. Tyra Sanchez wins S2, for some reason.",2010-04-26,0,1,3,1,Tyra Sanchez,WIN,0,1,0,0,10339,"Orlando, Florida",1,9,0.222222222,0.333333333,0.555555556,0.111111111,0,0.111111111,2,3,5,0,1,1,7,7,0.777777778
10,2,Nicole Paige Brooks,12,,,,,,,,,,,,,0,0,0,3,0,0,0,0,1,12,04/26/2010,Reunion,Reunion,,12,9,1,36,Atlanta,Georgia,11,nicolepaigebrooks,nicolepbrooks,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,11,Nicole Paige Brooks,,,,,,4573,"Atlanta, Georgia",0,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
11,2,Shangela Laquifa Wadley,12,,,,,,,,,,,,,0,4,0,3,0,1,0,0,0,12,04/26/2010,Reunion,Reunion,,12,9,2,28,Los Angeles,California,12,itsshangela,itsSHANGELA,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,Raven,12,,,,,,,,,,,,,0,0,0,2,1,0,1,1,0,12,04/26/2010,Reunion,Reunion,,12,9,3,30,Riverside,California,2,itsravenhunty_,RavenHUNTY,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,2,Raven,,,,,,7037,"Riverside, California",3,9,0.333333333,0.222222222,0.555555556,0,0.222222222,0.222222222,3,2,5,2,0,2,3,3,0.333333333
13,2,Jujubee,12,,,,,,,,,,,,,0,3,0,0,0,0,0,1,1,12,04/26/2010,Reunion,Reunion,,12,9,4,25,Boston,Massachusetts,3,jujubeeonline,jujuboston,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,3,Jujubee,,,,,,8938,"Boston, Massachusetts",1,9,0.222222222,0,0.222222222,0.111111111,0.333333333,0.444444444,2,0,2,3,1,4,-5,-5,-0.555555556
14,2,Sahara Davenport,12,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,12,04/26/2010,Reunion,Reunion,,12,9,5,25,New York,New York,7,,,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,7,Sahara Davenport,,,,,,9117,"New York, New York",1,6,0,0.166666667,0.166666667,0,0.5,0.5,0,1,1,3,0,3,-4,-4,-0.666666667
15,2,Morgan McMichaels,12,,,,,,,,,,,,,0,0,0,3,1,1,0,1,0,12,04/26/2010,Reunion,Reunion,,12,9,6,28,Mira Loma,California,8,morganmcmichaels,morganmcmichael,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,8,Morgan McMichaels,,,,,,7818,"Mira Loma, California",1,5,0,0.2,0.2,0,0.4,0.4,0,1,1,2,0,2,-2,-2,-0.4
16,2,Mystique Summers Madison,12,,,,,,,,,,,,,0,1,2,3,0,0,0,0,0,12,04/26/2010,Reunion,Reunion,,12,9,7,25,Bedford,Texas,10,mystiquesummers,MystiqueSummers,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,10,Mystique Summers Madison,,,,,,8853,"Chicago, Illinois",1,3,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,1,1,2,-3,-3,-1
17,2,Jessica Wild,12,,,,,,,,,,,,,0,2,0,2,0,0,1,0,1,12,04/26/2010,Reunion,Reunion,,12,9,8,29,San Juan,Puerto Rico,6,jessicawild88,JessicaWild88,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,6,Jessica Wild,,,,,,7466,"San Juan, Puerto Rico",0,7,0.285714286,0.142857143,0.428571429,0,0.142857143,0.142857143,2,1,3,1,0,1,2,2,0.285714286
18,2,Sonique,12,,,,,,,,,,,,,1,0,0,3,0,1,0,0,1,12,04/26/2010,Reunion,Reunion,,12,9,9,26,Atlanta,Georgia,9,xosonique,xoSonique,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,9,Sonique,,,,,,8522,"Atlanta, Georgia",0,4,0,0,0,0.25,0.25,0.5,0,0,0,1,1,2,-3,-3,-0.75
19,2,Tatianna,12,,,,,,,,,,,,,0,4,0,2,0,0,1,0,1,12,04/26/2010,Reunion,Reunion,,12,9,10,21,Falls Church,Virginia,4,tatiannagram,TATIANNANOW,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,4,Tatianna,,,,,,10562,"Falls Church, Virginia",1,9,0.111111111,0.111111111,0.222222222,0.111111111,0.222222222,0.333333333,1,1,2,2,1,3,-2,-2,-0.222222222
20,2,Pandora Boxx,12,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,12,04/26/2010,Reunion,Reunion,,12,9,11,37,Rochester,New York,5,pandoraboxx,ThePandoraBoxx,12,Miss C,0,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,5,Pandora Boxx,,,,,,4505,"Rochester, New York",2,8,0.5,0,0.5,0.125,0.125,0.25,4,0,4,1,1,2,1,1,0.125
21,2,Tyra Sanchez,12,,,,,,,,,,,,,0,2,0,1,1,0,0,0,1,12,04/26/2010,Reunion,Reunion,,12,9,12,21,Orlando,Florida,1,,,12,Guest,,S02,Reunion,,,,,,,,,,,,,,,,,2010-04-26,1,,,1,Tyra Sanchez,,,,,,10339,"Orlando, Florida",1,9,0.222222222,0.333333333,0.555555556,0.111111111,0,0.111111111,2,3,5,0,1,1,7,7,0.777777778
22,3,Delta Work,1,,,,,,,,,,,,,0,2,2,3,1,0,0,1,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,1,34,Norwalk,California,7,deltawork,,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,7,Delta Work,,,,,,5866,"Norwalk, California",1,7,0.142857143,0,0.142857143,0,0.428571429,0.428571429,1,0,1,3,0,3,-5,-5,-0.714285714
23,3,Carmen Carrera,1,,,,,,,,,,,,,1,2,0,2,0,0,0,0,0,1,01/24/2011,Casting Extravaganza,Casting,,13,21,2,25,Elmwood Park,New Jersey,5,carmen_carrera,Carmen_Carrera,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,5,Carmen Carrera,,,,,,9234,"Elmwood Park, New Jersey",3,10,0.1,0,0.1,0.3,0.3,0.6,1,0,1,3,3,6,-8,-8,-0.8
24,3,Phoenix,1,,,,,,,,,,,,,0,0,0,3,0,0,0,0,0,1,01/24/2011,Casting Extravaganza,Casting,,13,21,3,29,Atlanta,Georgia,12,phoenix_atl,Phoenix_atl,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,12,Phoenix,,,,,,7284,"Atlanta, Georgia",1,2,0,0,0,0,0.5,0.5,0,0,0,1,0,1,-2,-2,-1
25,3,Manila Luzon,1,,,,,,,,,,,,,0,3,0,2,1,0,1,0,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,4,28,New York,New York,2,manilaluzon,manilaluzon,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,2,Manila Luzon,,,,,,7892,"Cottage Grove, Minnesota",3,12,0.333333333,0.25,0.583333333,0.083333333,0.083333333,0.166666667,4,3,7,1,1,2,7,7,0.583333333
26,3,Stacy Layne Matthews,1,,,,,,,,,,,,,1,4,2,3,0,0,0,0,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,5,25,Back Swamp,North Carolina,8,stacylmatthews,StacyLMatthews,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,8,Stacy Layne Matthews,,,,,,8966,"Back Swamp, North Carolina",1,6,0.166666667,0.166666667,0.333333333,0,0.333333333,0.333333333,1,1,2,2,0,2,-1,-1,-0.166666667
27,3,Venus D-Lite,1,,,,,,,,,,,,,0,2,0,3,0,0,0,0,0,1,01/24/2011,Casting Extravaganza,Casting,,13,21,6,26,Los Angeles,California,13,venusdlitemadonna,venusdlite,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,13,Venus D-Lite,,,,,,9028,"Los Angeles, California",0,1,0,0,0,0,1,1,0,0,0,1,0,1,-2,-2,-2
28,3,Yara Sofia,1,,,,,,,,,,,,,0,2,0,1,1,0,1,0,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,7,26,Manati,Puerto Rico,4,yarasofiapr,yarasofiapr,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,4,Yara Sofia,,,,,,8894,"ManatÃ­, Puerto Rico",1,12,0.333333333,0.083333333,0.416666667,0.166666667,0.166666667,0.333333333,4,1,5,2,2,4,0,0,0
29,3,Mariah,1,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,8,29,Atlanta,Georgia,9,mug4dayz,mug4dayz,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,9,Mariah,,,,,,8079,"Atlanta, Georgia",1,5,0,0,0,0.4,0.2,0.6,0,0,0,1,2,3,-4,-4,-0.8
30,3,Alexis Mateo,1,,,,,,,,,,,,,0,2,0,1,1,1,0,1,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,9,30,St. Petersburg,Florida,3,miss_alexis_mateo,alexismateo79,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,3,Alexis Mateo,,,,,,7144,"Saint Petersburg, Florida",1,12,0.166666667,0.25,0.416666667,0.166666667,0.25,0.416666667,2,3,5,3,2,5,0,0,0
31,3,India Ferrah,1,,,,,,,,,,,,,0,0,0,3,1,1,0,0,0,1,01/24/2011,Casting Extravaganza,Casting,,13,21,10,23,Dayton,Ohio,10,indiaferrah,Indiaferrah,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,10,India Ferrah,,,,,,9624,"Dayton, Ohio",0,4,0,0,0,0,0.5,0.5,0,0,0,2,0,2,-4,-4,-1
32,3,Mimi Imfurst,1,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,01/24/2011,Casting Extravaganza,Casting,,13,21,11,27,New York,New York,11,mimiimfurst,,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,11,Mimi Imfurst,,,,,,8461,"New York, New York",0,3,0.333333333,0,0.333333333,0,0.333333333,0.333333333,1,0,1,1,0,1,-1,-1,-0.333333333
33,3,Raja,1,,,,,,,,,,,,,0,4,0,2,1,0,1,1,0,1,01/24/2011,Casting Extravaganza,Casting,,13,21,12,36,Los Angeles,California,1,sutanamrull,sutanamrull,16,,,S03,Casting Extravaganza,,,,,,,,,,,,,,,,,2011-01-24,1,,13,1,Raja,,,,,,5278,"Los Angeles, California",2,12,0.333333333,0.25,0.583333333,0.083333333,0.083333333,0.166666667,4,3,7,1,1,2,7,7,0.583333333
